link-href,title,genres,release_time,developer,publisher,description,price,reduced_price
https://store.steampowered.com/app/753640/Outer_Wilds/?snr=1_7_7_globaltopsellers_150_2,Outer Wilds,"[{""genres"":""Exploration""},{""genres"":""Space""},{""genres"":""Mystery""},{""genres"":""Adventure""},{""genres"":""Story Rich""},{""genres"":""Puzzle""},{""genres"":""Atmospheric""},{""genres"":""Great Soundtrack""},{""genres"":""Singleplayer""},{""genres"":""Indie""},{""genres"":""Open World""},{""genres"":""Sci-fi""},{""genres"":""First-Person""},{""genres"":""Beautiful""},{""genres"":""Simulation""},{""genres"":""Action""},{""genres"":""Epic""},{""genres"":""Horror""},{""genres"":""3D""},{""genres"":""Psychological Horror""}]","18 Jun, 2020",Mobius Digital,Annapurna Interactive,"Named Game of the Year 2019 by Giant Bomb, Polygon, Eurogamer, and The Guardian, Outer Wilds is a critically-acclaimed and award-winning open world mystery about a solar system trapped in an endless time loop.",null,¥ 48
https://store.steampowered.com/app/108600/Project_Zomboid/?snr=1_7_7_globaltopsellers_150_2,Project Zomboid,"[{""genres"":""Survival""},{""genres"":""Zombies""},{""genres"":""Open World""},{""genres"":""Open World Survival Craft""},{""genres"":""Sandbox""},{""genres"":""Multiplayer""},{""genres"":""Post-apocalyptic""},{""genres"":""Indie""},{""genres"":""Crafting""},{""genres"":""Simulation""},{""genres"":""Co-op""},{""genres"":""RPG""},{""genres"":""Building""},{""genres"":""Survival Horror""},{""genres"":""Early Access""},{""genres"":""Isometric""},{""genres"":""Realistic""},{""genres"":""Singleplayer""},{""genres"":""2D""},{""genres"":""Adventure""}]","8 Nov, 2013",The Indie Stone,The Indie Stone,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite…",null,¥ 32
https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_globaltopsellers_150_1,Squad,"[{""genres"":""Military""},{""genres"":""FPS""},{""genres"":""Realistic""},{""genres"":""Multiplayer""},{""genres"":""Tactical""},{""genres"":""Shooter""},{""genres"":""War""},{""genres"":""Team-Based""},{""genres"":""Action""},{""genres"":""First-Person""},{""genres"":""Strategy""},{""genres"":""Simulation""},{""genres"":""Open World""},{""genres"":""Early Access""},{""genres"":""Co-op""},{""genres"":""Massively Multiplayer""},{""genres"":""Atmospheric""},{""genres"":""Walking Simulator""},{""genres"":""Indie""},{""genres"":""Singleplayer""}]","23 Sep, 2020",Offworld Industries,Offworld Industries,"Squad is a tactical FPS that provides authentic combat experiences through teamwork, constant communication, and gameplay. It bridges the large gap between arcade shooter and military simulation with 100 player battles, combined arms combat, base building, and a great integrated VoIP system",null,¥ 111
https://store.steampowered.com/app/239140/Dying_Light/?snr=1_7_7_globaltopsellers_150_1,Dying Light,"[{""genres"":""Zombies""},{""genres"":""Survival Horror""},{""genres"":""Horror""},{""genres"":""Online Co-Op""},{""genres"":""Open World""},{""genres"":""Parkour""},{""genres"":""First-Person""},{""genres"":""Open World Survival Craft""},{""genres"":""Survival""},{""genres"":""Action""},{""genres"":""FPS""},{""genres"":""Gore""},{""genres"":""PvP""},{""genres"":""PvE""},{""genres"":""Stealth""},{""genres"":""Post-apocalyptic""},{""genres"":""Story Rich""},{""genres"":""Hack and Slash""},{""genres"":""Action RPG""},{""genres"":""RPG""}]","26 Jan, 2015",Techland,Techland Publishing,"First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus epidemic. Scavenge for supplies, craft weapons, and face hordes of the infected.",null,¥ 43
https://store.steampowered.com/app/397540/Borderlands_3/?snr=1_7_7_globaltopsellers_150_1,Borderlands 3,"[{""genres"":""RPG""},{""genres"":""Action""},{""genres"":""FPS""},{""genres"":""Looter Shooter""},{""genres"":""Online Co-Op""},{""genres"":""Open World""},{""genres"":""Multiplayer""},{""genres"":""Shooter""},{""genres"":""Co-op""},{""genres"":""Loot""},{""genres"":""Co-op Campaign""},{""genres"":""Singleplayer""},{""genres"":""Gore""},{""genres"":""Violent""},{""genres"":""First-Person""},{""genres"":""Adventure""},{""genres"":""Nudity""},{""genres"":""Great Soundtrack""},{""genres"":""Epic""},{""genres"":""Comedy""}]","13 Mar, 2020",Gearbox Software,2K,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters.",null,¥ 65
https://store.steampowered.com/app/1301210/Knockout_City/?snr=1_7_7_globaltopsellers_150_1,Knockout City™,"[{""genres"":""Multiplayer""},{""genres"":""Sports""},{""genres"":""Team-Based""},{""genres"":""Competitive""},{""genres"":""Action-Adventure""},{""genres"":""Third Person""},{""genres"":""Action""},{""genres"":""PvP""},{""genres"":""Physics""},{""genres"":""Indie""},{""genres"":""Fighting""},{""genres"":""Adventure""},{""genres"":""Fast-Paced""},{""genres"":""Roguelite""},{""genres"":""Free to Play""},{""genres"":""Action Roguelike""}]","21 May, 2021",Velan Studios,null,"Team up and duke it out with rival Crews in Knockout City™, where EPIC DODGEBALL BATTLES settle the score in team-based multiplayer matches. Throw, catch, pass, dodge, and tackle your way to dodgeball dominance!",¥ 118,null
https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/?snr=1_7_7_globaltopsellers_150_2,Mount & Blade II: Bannerlord,"[{""genres"":""Medieval""},{""genres"":""Strategy""},{""genres"":""Open World""},{""genres"":""RPG""},{""genres"":""War""},{""genres"":""Multiplayer""},{""genres"":""Sandbox""},{""genres"":""Action""},{""genres"":""Singleplayer""},{""genres"":""Simulation""},{""genres"":""Moddable""},{""genres"":""Character Customization""},{""genres"":""Adventure""},{""genres"":""Horses""},{""genres"":""Third Person""},{""genres"":""Realistic""},{""genres"":""First-Person""},{""genres"":""Historical""},{""genres"":""Great Soundtrack""},{""genres"":""Early Access""}]","30 Mar, 2020",TaleWorlds Entertainment,TaleWorlds Entertainment,"The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia. Establish your hegemony and create a new world out of the ashes of the old.",null,¥ 223
https://store.steampowered.com/app/221100/DayZ/?snr=1_7_7_globaltopsellers_150_1,DayZ,"[{""genres"":""Survival""},{""genres"":""Zombies""},{""genres"":""Multiplayer""},{""genres"":""Open World""},{""genres"":""Action""},{""genres"":""PvP""},{""genres"":""Shooter""},{""genres"":""Massively Multiplayer""},{""genres"":""Horror""},{""genres"":""Simulation""},{""genres"":""Early Access""},{""genres"":""Post-apocalyptic""},{""genres"":""FPS""},{""genres"":""First-Person""},{""genres"":""Survival Horror""},{""genres"":""Sandbox""},{""genres"":""Adventure""},{""genres"":""Co-op""},{""genres"":""Indie""},{""genres"":""Atmospheric""}]","13 Dec, 2018",Bohemia Interactive,Bohemia Interactive,"How long can you survive a post-apocalyptic world? A land overrun with an infected ""zombie"" population, where you compete with other survivors for limited resources. Will you team up with strangers and stay strong together? Or play as a lone wolf to avoid betrayal? This is DayZ – this is your story.",null,¥ 119
https://store.steampowered.com/app/1151640/Horizon_Zero_Dawn_Complete_Edition/?snr=1_7_7_globaltopsellers_150_2,Horizon Zero Dawn™ Complete Edition,"[{""genres"":""Open World""},{""genres"":""Adventure""},{""genres"":""Female Protagonist""},{""genres"":""Action""},{""genres"":""RPG""},{""genres"":""Singleplayer""},{""genres"":""Story Rich""},{""genres"":""Post-apocalyptic""},{""genres"":""Robots""},{""genres"":""Sci-fi""},{""genres"":""Exploration""},{""genres"":""Third Person""},{""genres"":""Beautiful""},{""genres"":""Atmospheric""},{""genres"":""Great Soundtrack""},{""genres"":""Action RPG""},{""genres"":""Archery""},{""genres"":""Hunting""},{""genres"":""Dinosaurs""},{""genres"":""Stealth""}]","7 Aug, 2020",Guerrilla,"PlayStation Mobile, Inc.",Experience Aloy’s legendary quest to unravel the mysteries of a future Earth ruled by Machines. Use devastating tactical attacks against your prey and explore a majestic open world in this award-winning action RPG!,¥ 279,null
https://store.steampowered.com/app/632470/Disco_Elysium__The_Final_Cut/?snr=1_7_7_globaltopsellers_150_2,Disco Elysium - The Final Cut,"[{""genres"":""RPG""},{""genres"":""Story Rich""},{""genres"":""Choices Matter""},{""genres"":""Detective""},{""genres"":""Isometric""},{""genres"":""Atmospheric""},{""genres"":""CRPG""},{""genres"":""Singleplayer""},{""genres"":""Great Soundtrack""},{""genres"":""Noir""},{""genres"":""Character Customization""},{""genres"":""Open World""},{""genres"":""Surreal""},{""genres"":""Adventure""},{""genres"":""Indie""},{""genres"":""Exploration""},{""genres"":""Funny""},{""genres"":""Point & Click""},{""genres"":""Sexual Content""},{""genres"":""Fantasy""}]","15 Oct, 2019",ZA/UM,ZA/UM,"Disco Elysium - The Final Cut is a groundbreaking role playing game. You’re a detective with a unique skill system at your disposal and a whole city to carve your path across. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being.",null,¥ 87
